 1166.9227 1172.7454
 1167.7516 1174.2517
 1170.0384 1175.7118
 1170.9473 1179.4994
 1171.7395 1183.4153
 1173.4229 1185.3362
 1174.5813 1187.1028
 1177.2508 1193.5037
 1185.1424 1200.6063
 1187.7310 1206.8135
 1190.6066 1212.0691
 1200.7114 1217.2040
 1200.8218 1222.0601
 1207.5230 1224.9194
 1207.9407 1228.9741
 1209.4413 1234.3054
 1212.1062 1237.6292
 1232.1923 1238.7716
 1236.0098 1240.8349
 1240.8514 1242.6030
 1243.4980 1251.4330
 1249.7723 1253.1335
 1256.8650 1258.7888
 1262.6119 1265.6705
 1264.0278 1268.2241
 1271.6391 1272.2602
 1276.1936 1277.0691
 1277.0355 1278.2819
 1286.2421 1288.6067
 1287.2223 1290.6011
 1290.4100 1295.6795
 1291.8503 1298.2577
 1293.1695 1300.7568
 1302.0493 1306.8222
 1302.6175 1309.2736
 1303.8437 1311.5434
 1304.4615 1312.0862
 1308.5943 1313.8780
 1310.4812 1316.8808
 1311.5247 1320.5713
 1323.8794 1329.0430
 1326.3958 1344.8459
 1327.9352 1347.2334
 1332.5119 1350.7821
 1341.4995 1356.7413
 1349.0748 1358.9276
 1357.4948 1360.0920
 1357.9814 1363.1125
 1359.2133 1366.1264
 1361.7521 1371.2071
 1369.2593 1372.6673
 1371.7136 1375.6141
 1376.3029 1377.9378
 1376.7091 1379.6102
 1382.5315 1385.3139
 1383.9555 1386.4003
 1389.9696 1391.3584
 1395.7319 1401.6915
 1398.9814 1403.9933
 1401.0711 1408.1410
 1405.7124 1416.1734
 1406.2175 1419.4268
 1412.5647 1421.7846
 1440.0052 1445.3061
 1445.4583 1447.9477
 1445.8260 1449.8727
 1450.7638 1452.6768
 1451.1673 1457.7206
 1453.0323 1459.0360
 1456.4081 1464.8479
 1464.3941 1469.5029
 1468.1759 1471.4934
 1470.2393 1475.6158
 1472.0428 1480.5469
 1473.8337 1481.0949
 1490.9521 1492.6925
 1492.7689 1495.1472
 1493.4471 1499.0355
 1498.5397 1503.0974
 1507.2492 1510.4577
 1517.6803 1519.4590
 1520.1216 1524.5143
 1522.6168 1528.7207
 1522.8306 1529.8501
 1529.4599 1532.2315
 1532.4923 1539.9824
 1534.1048 1541.4815
 1534.9134 1543.4601
 1537.3915 1546.0631
 1540.7558 1546.8647
 1541.0822 1548.6439
 1548.8478 1550.4134
 1550.8066 1554.6553
 1556.5920 1557.0584
 1570.5195 1571.2178
 1576.3786 1579.9094
 1580.5691 1582.4702
 1581.7853 1587.2533
 1583.6200 1594.0907
 1585.8125 1596.5991
 1590.9792 1602.1123
 1590.9886 1604.7841
 1591.3820 1605.9587
 1594.0124 1608.4262
 1602.2570 1610.3696
 1609.4562 1611.4053
 1609.8067 1614.5365
 1613.0581 1617.3373
 1617.0681 1618.6829
 1619.9377 1625.5886
 1623.5137 1628.1152
 1635.6310 1640.0378
 1637.0137 1642.8695
 1637.9405 1644.0732
 1640.6212 1644.6289
 1645.3892 1647.9942
 1647.2901 1649.2103
 1647.8898 1652.9512
 1649.6912 1656.2234
 1658.2402 1661.2200
 1658.4654 1661.9930
 1658.9274 1666.8710
 1659.7332 1668.7237
 1661.8607 1671.9767
 1663.9296 1676.2276
 1664.5992 1678.7400
 1665.9295 1679.7656
 1671.8678 1681.6535
 1673.6695 1683.2293
 1676.0579 1691.6117
 1682.1725 1695.6081
 1682.1930 1700.0982
 1684.9375 1703.3271
 1691.2332 1703.6632
 1705.7034 1708.4545
 1709.9058 1710.5288
 1717.3201 1722.6653
 1719.6055 1725.2814
 1720.6327 1730.7475
 1721.0274 1733.2632
 1722.7162 1733.9439
 1723.4306 1737.4641
 1726.4762 1739.3114
 1761.0773 1762.8881
 1762.3075 1764.7447
 1768.0982 1769.6765
 1769.6000 1772.7468
 1775.8734 1777.7388
 1779.4270 1783.9746
 1782.6773 1788.9007
 1791.6786 1794.0025
 1791.7547 1795.5842
 1792.4876 1799.6039
 1796.1652 1801.6545
 1799.0995 1803.2543
 1809.6849 1811.6245
 1820.5128 1821.4191
 1822.9501 1824.5546
 1836.1989 1841.0081
 1840.7039 1842.8273
 1841.3797 1846.2957
 1848.9961 1849.7553
 1849.8602 1850.9783
 1855.0141 1855.6127
 1863.7499 1866.4631
 1871.9544 1875.1915
 1878.6317 1883.9572
 1878.6600 1890.7481
 1881.5712 1897.3466
 1882.3240 1899.8174
 1884.4780 1903.4628
 1885.2758 1905.2434
 1885.7171 1907.4747
 1892.7501 1908.2329
 1896.4612 1909.2155
 1896.8636 1910.7075
 1898.4251 1914.2468
 1902.5119 1921.0494
 1906.3611 1923.0522
 1913.3907 1927.7322
 1920.4582 1930.1148
 1923.1350 1932.0848
 1928.7333 1937.0464
 1935.4172 1938.7779
 1940.7431 1943.7240
 1946.9918 1951.6289
 1947.1542 1953.4099
 1949.6681 1954.6119
 1950.1433 1956.9780
 1950.6880 1958.9985
 1954.7819 1960.1946
 1955.6950 1961.3961
 1960.1349 1964.3315
 1962.5393 1965.7188
 1963.0985 1968.2975
 1964.7593 1970.8152
 1976.3188 1979.8295
 1976.6494 1982.8484
 1980.5084 1984.8390
 1982.1854 1987.8033
 1984.8782 1988.9486
 1993.5933 1997.9956
 1996.3500 2000.1108
 2003.2644 2006.9785
 2015.8963 2018.9489
 2019.9186 2024.3533
 2022.7943 2027.0951
 2029.6434 2031.3373
 2029.7126 2033.1248
 2030.6646 2038.3586
 2033.1349 2041.4547
 2033.3829 2043.4889
 2034.3910 2044.7329
 2039.9046 2049.7166
